11100
0	0
0.01	0.00032434
0.02	-0.000591443
0.03	-0.00144045
0.04	-0.00149769
0.05	-0.000276643
0.06	0.000877625
0.07	-0.0003148
0.08	-0.00142137
0.09	-0.00079177
0.1	-0.000572364
0.11	-0.000572364
0.12	-0.000381576
0.13	-0.000372036
0.14	4.7697e-05
0.15	-0.000419733
0.16	-0.00154538
0.17	-0.00111611
0.18	-0.00015263
0.19	-0.000124012
0.2	-0.000515127
0.21	-0.000810849
0.22	-0.000887164
0.23	-0.000906243
0.24	-0.000486509
0.25	0.00016217
0.26	-0.000372036
0.27	-0.00118289
0.28	-0.00104933
0.29	-0.000887164
0.3	-0.000419733
0.31	0.000181249
0.32	-0.000352958
0.33	-0.000820388
0.34	-0.00063914
0.35	-0.00129736
0.36	-0.00144045
0.37	-7.63152e-05
0.38	0.000257564
0.39	-7.63152e-05
0.4	-8.58546e-05
0.41	-0.00126874
0.42	-0.0018888
0.43	-0.0009444
0.44	-0.000257564
0.45	0.000248024
0.46	0.000419733
0.47	-0.000677297
0.48	-0.00178387
0.49	-0.000973019
0.5	-3.81576e-05
0.51	-0.000496049
0.52	-0.000381576
0.53	-0.000429273
0.54	-0.00110657
0.55	-0.000553285
0.56	8.58546e-05
0.57	-0.000171709
0.58	-0.000238485
0.59	-0.000782231
0.6	-0.00192696
0.61	-0.00144045
0.62	0.000200327
0.63	6.67758e-05
0.64	-0.000429273
0.65	0.000209867
0.66	-0.000934861
0.67	-0.00217498
0.68	-0.000209867
0.69	0.000391115
0.7	-0.00104933
0.71	-0.000228946
0.72	0
0.73	-0.00144999
0.74	-0.00144045
0.75	-0.000829928
0.76	5.72364e-05
0.77	0.000572364
0.78	-0.000925322
0.79	-0.00170755
0.8	-0.000562824
0.81	0.000238485
0.82	-7.63152e-05
0.83	-0.00103025
0.84	-0.000906243
0.85	5.72364e-05
0.86	-0.000524667
0.87	-0.00158354
0.88	-0.0013069
0.89	-0.000276643
0.9	0.000381576
0.91	-0.000343418
0.92	-0.00149769
0.93	-0.00156446
0.94	-0.000429273
0.95	0.00095394
0.96	-8.58546e-05
0.97	-0.00240393
0.98	-0.00134506
0.99	0.000143091
1	-0.000715455
1.01	0.00016217
1.02	0.000677297
1.03	-0.00142137
1.04	-0.00160262
1.05	-0.000562824
1.06	-0.000600982
1.07	-0.000333879
1.08	0.000143091
1.09	-0.000114473
1.1	-0.000849006
1.11	-0.000925322
1.12	-0.000753612
1.13	-0.000772691
1.14	-0.000295721
1.15	-0.000496049
1.16	-0.000333879
1.17	5.72364e-05
1.18	-0.00196512
1.19	-0.00222268
1.2	0.00113519
1.21	0.00154538
1.22	-0.00182202
1.23	-0.00294767
1.24	-0.000352958
1.25	0.00134506
1.26	-0.000534206
1.27	-0.00207959
1.28	0.000171709
1.29	0.00115427
1.3	-0.00180295
1.31	-0.00262333
1.32	-0.000429273
1.33	0.000915782
1.34	0.000429273
1.35	-0.00136413
1.36	-0.00189834
1.37	-0.0006296
1.38	0.00032434
1.39	0.000305261
1.4	-0.00103025
1.41	-0.0013069
1.42	0.000143091
1.43	-0.000486509
1.44	-0.00145953
1.45	-0.000391115
1.46	-0.00079177
1.47	-0.00103025
1.48	0.000543746
1.49	0.000143091
1.5	-0.000849006
1.51	-0.00100164
1.52	-0.0016217
1.53	-0.0009444
1.54	0.000248024
1.55	0.000677297
1.56	0.00107795
1.57	-0.00104933
1.58	-0.00384438
1.59	-0.00149769
1.6	0.00156446
1.61	0.000391115
1.62	-0.000610521
1.63	-0.00046743
1.64	-0.000896703
1.65	-0.000849006
1.66	-0.00132598
1.67	-0.00180295
1.68	-0.000715455
1.69	0.000381576
1.7	0.000829928
1.71	0.000305261
1.72	-0.00167893
1.73	-0.00182202
1.74	-0.000524667
1.75	-0.00170755
1.76	-0.000973019
1.77	0.00230853
1.78	0.000763152
1.79	-0.00207005
1.8	-0.00148815
1.81	-0.00180295
1.82	-0.00106841
1.83	0.00113519
1.84	0.000362497
1.85	8.58546e-05
1.86	-0.000343418
1.87	-0.00347234
1.88	-0.00248024
1.89	0.000973019
1.9	0.000515127
1.91	-9.5394e-06
1.92	0.000124012
1.93	-0.00114473
1.94	-0.00136413
1.95	-0.0015263
1.96	-0.00124012
1.97	0.00123058
1.98	0.000543746
1.99	-0.00206051
2	-0.000343418
2.01	0.000534206
2.02	-0.00126874
2.03	-0.00107795
2.04	-0.00116381
2.05	-0.00124012
2.06	0.000143091
2.07	0.000209867
2.08	0.00032434
2.09	-0.000238485
2.1	-0.0025184
2.11	-0.0021559
2.12	-5.72364e-05
2.13	0.000543746
2.14	0.00047697
2.15	-0.000744073
2.16	-0.00158354
2.17	-0.000553285
2.18	-0.000705915
2.19	-0.000934861
2.2	0.000143091
2.21	-0.000381576
2.22	-0.000925322
2.23	-0.000276643
2.24	-0.0006296
2.25	-0.00103025
2.26	-0.000496049
2.27	-0.000553285
2.28	-0.00079177
2.29	-0.000228946
2.3	-0.000333879
2.31	-0.00115427
2.32	-0.000963479
2.33	-3.81576e-05
2.34	-0.000133552
2.35	-0.00100164
2.36	-0.000429273
2.37	-0.0003148
2.38	-0.00138321
2.39	-0.000238485
2.4	0.000286182
2.41	-0.00114473
2.42	-0.000810849
2.43	-0.0003148
2.44	-0.000715455
2.45	-0.000667758
2.46	-0.000562824
2.47	-0.000648679
2.48	-0.000667758
2.49	-0.0006296
2.5	-0.000591443
2.51	-0.000238485
2.52	-0.000295721
2.53	-0.00110657
2.54	-0.000782231
2.55	-8.58546e-05
2.56	-0.000677297
2.57	-0.00063914
2.58	-8.58546e-05
2.59	-0.00063914
2.6	-0.00116381
2.61	-0.000744073
2.62	-0.000228946
2.63	-0.000553285
2.64	-0.000963479
2.65	-0.000600982
2.66	-0.000352958
2.67	-0.000572364
2.68	-0.000572364
2.69	-0.000572364
2.7	-0.000934861
2.71	-0.000753612
2.72	-0.000171709
2.73	-0.000553285
2.74	-0.000677297
2.75	-3.81576e-05
2.76	-0.000429273
2.77	-0.000906243
2.78	-0.000810849
2.79	-0.000973019
2.8	-0.0003148
2.81	5.72364e-05
2.82	-0.000982558
2.83	-0.000868085
2.84	-0.000534206
2.85	-0.00103025
2.86	-0.000448352
2.87	-0.0003148
2.88	-0.000677297
2.89	-0.000448352
2.9	-0.000934861
2.91	-0.000553285
2.92	-5.72364e-05
2.93	-0.00106841
2.94	-0.000887164
2.95	-0.000562824
2.96	-0.00116381
2.97	-0.000295721
2.98	0.000658218
2.99	-0.000333879
3	-0.00103025
3.01	-0.000496049
3.02	-0.000963479
3.03	-0.00166939
3.04	-0.000486509
3.05	0.000715455
3.06	6.67758e-05
3.07	-0.00107795
3.08	-0.00106841
3.09	-0.000934861
3.1	-0.00144999
3.11	-0.00016217
3.12	0.000763152
3.13	-0.0016217
3.14	-0.00158354
3.15	0.00113519
3.16	0.000305261
3.17	-0.00167893
3.18	-0.00129736
3.19	-0.000572364
3.2	-0.000600982
3.21	-0.000829928
3.22	-0.000200327
3.23	0.00115427
3.24	-0.000114473
3.25	-0.00269965
3.26	-0.00170755
3.27	4.7697e-05
3.28	-0.000534206
3.29	-0.000524667
3.3	0.00047697
3.31	0.000181249
3.32	-0.00163124
3.33	-0.00151676
3.34	0.00079177
3.35	-0.0006296
3.36	-0.00262333
3.37	-0.000209867
3.38	0.000858546
3.39	-5.72364e-05
3.4	-0.000124012
3.41	-0.00114473
3.42	-0.0019365
3.43	-0.00137367
3.44	-0.000228946
3.45	0.000724994
3.46	-0.000457891
3.47	-0.00147861
3.48	0.000391115
3.49	0.000276643
3.5	-0.00200327
3.51	-0.00132598
3.52	6.67758e-05
3.53	-0.000295721
3.54	-0.000705915
3.55	-0.000810849
3.56	-0.00124012
3.57	-0.00108749
3.58	0.000829928
3.59	0.00142137
3.6	-0.0009444
3.61	-0.0028809
3.62	-0.00164078
3.63	0.00047697
3.64	-0.000677297
3.65	-0.000419733
3.66	0.00200327
3.67	-0.000276643
3.68	-0.00209867
3.69	-0.00207005
3.7	-0.00287136
3.71	0.00101118
3.72	0.00259472
3.73	-0.00137367
3.74	-0.000810849
3.75	9.5394e-05
3.76	-0.0025184
3.77	-0.00112565
3.78	0.00133552
3.79	-0.00231807
3.8	-0.0035582
3.81	0.00321478
3.82	0.00402563
3.83	-0.00233715
3.84	-0.00350096
3.85	-0.00307169
3.86	-0.00287136
3.87	0.000391115
3.88	0.00214636
3.89	0.00334833
3.9	0.00167893
3.91	-0.00490325
3.92	-0.00365359
3.93	0.00241347
3.94	-0.000114473
3.95	-0.0032434
3.96	-0.00112565
3.97	0.000562824
3.98	0.000906243
3.99	-9.5394e-05
4	-0.000600982
4.01	-8.58546e-05
4.02	-0.00207005
4.03	-0.00322432
4.04	-5.72364e-05
4.05	0.0021559
4.06	0.000734534
4.07	8.58546e-05
4.08	-0.00124012
4.09	-0.00412102
4.1	-0.00244209
4.11	0.00179341
4.12	0.00237531
4.13	-0.00126874
4.14	-0.00309076
4.15	0.000581903
4.16	0.000200327
4.17	-0.00325293
4.18	-0.000295721
4.19	0.00108749
4.2	-0.0018411
4.21	-0.000705915
4.22	0.00161216
4.23	0.000248024
4.24	-0.00186018
4.25	-0.0018411
4.26	-0.0015263
4.27	-0.00192696
4.28	-0.000267103
4.29	0.00189834
4.3	0.00063914
4.31	-0.00181249
4.32	-0.00159308
4.33	-5.72364e-05
4.34	0.000600982
4.35	0.000562824
4.36	-9.5394e-05
4.37	-0.000715455
4.38	-0.00163124
4.39	-0.00321478
4.4	-0.00267103
4.41	0.000610521
4.42	0.00205097
4.43	2.86182e-05
4.44	-0.000515127
4.45	0.000143091
4.46	-0.00156446
4.47	-0.00231807
4.48	-0.00116381
4.49	-0.000591443
4.5	-0.000677297
4.51	0.000305261
4.52	0.00186018
4.53	-0.000190788
4.54	-0.00295721
4.55	-0.0018411
4.56	-0.000486509
4.57	-0.000600982
4.58	-0.000553285
4.59	-0.000267103
4.6	0.000562824
4.61	0.000877625
4.62	-0.000829928
4.63	-0.00207005
4.64	-0.00119242
4.65	-0.000667758
4.66	-0.000849006
4.67	-0.000295721
4.68	0.000143091
4.69	0.000343418
4.7	0.000391115
4.71	-0.00136413
4.72	-0.00272827
4.73	-0.00149769
